txn_id,txn_date,txn_time,vendor,vehicle_id,driver_id,gallons,unit_cost,total_cost,pos_odometer,gps_odometer,pump_lat,pump_lon,gps_lat,gps_lon
500394,2026-04-06,16:46,Pilot,TRK-4412,D-112,51.9,4.157,215.77,301473,301471,39.0495,-84.4847,39.0481,-84.4502
500395,2026-04-07,11:16,PetroPass,TRK-4412,D-112,43.9,4.249,186.54,301788,301785,41.5942,-93.6867,41.5902,-93.6721
500396,2026-04-08,17:53,TA/Petro,TRK-4412,D-112,60.7,4.151,251.95,302204,302214,32.7228,-96.8666,32.7095,-96.8612
500397,2026-04-11,19:05,FleetOne,TRK-4412,D-112,49.8,3.936,196.01,302586,302592,41.9252,-87.5469,41.9313,-87.5462
500398,2026-04-12,06:53,Pilot,TRK-4412,D-112,73.0,3.635,265.36,303109,303109,40.4602,-79.996,40.4461,-79.9725
500399,2026-04-14,18:24,TA/Petro,TRK-4412,D-112,59.8,4.268,255.24,303566,303556,42.3502,-82.9589,42.3559,-82.9689
500400,2026-04-17,09:07,FleetOne,TRK-4412,D-112,41.5,3.998,165.91,303886,303888,41.8005,-87.573,41.8217,-87.5591
500401,2026-04-19,20:48,Love's,TRK-4412,D-112,79.3,3.955,313.64,304480,304469,35.115,-89.9723,35.1137,-89.9735
500402,2026-04-21,06:44,FleetOne,TRK-4412,D-112,86.5,4.193,362.73,305107,305104,40.5636,-80.0596,40.5567,-80.0554
500403,2026-04-24,06:47,TA/Petro,TRK-4412,D-112,82.5,4.056,334.6,305667,305665,41.552,-93.5296,41.5642,-93.5236
500404,2026-04-27,14:10,Pilot,TRK-4412,D-112,74.8,3.823,285.94,306207,306203,35.0624,-89.9889,35.0621,-89.9867
500405,2026-04-30,09:45,TA/Petro,TRK-4412,D-112,61.9,4.022,248.98,306668,306659,43.5082,-79.6395,43.518,-79.6569
500406,2026-05-02,12:30,PetroPass,TRK-4412,D-112,74.2,3.88,287.89,307175,307165,39.0664,-84.5239,39.0584,-84.5205
500407,2026-05-03,09:13,TA/Petro,TRK-4412,D-112,54.2,4.227,229.08,307545,307548,42.3197,-83.0193,42.3273,-83.0217
500408,2026-05-04,09:39,PetroPass,TRK-4412,D-112,36.3,3.88,140.86,307803,307799,35.1846,-90.0357,35.1778,-90.037
500409,2026-05-06,10:46,TA/Petro,TRK-4412,D-112,59.4,3.961,235.3,308200,308201,41.9226,-87.6131,41.916,-87.5963
500410,2026-03-06,18:57,TA/Petro,TRK-4413,D-113,66.8,3.989,266.46,397747,397747,40.5046,-79.9832,40.4808,-79.9799
500411,2026-03-07,14:11,TA/Petro,TRK-4413,D-113,69.6,3.942,274.37,398250,398249,41.8729,-87.6474,41.9031,-87.6545
500412,2026-03-10,19:23,FleetOne,TRK-4413,D-113,53.8,4.107,220.94,398636,398645,42.3236,-82.9716,42.3059,-82.9532
500413,2026-03-11,13:29,FleetOne,TRK-4413,D-113,70.7,3.973,280.87,399176,399177,41.9015,-87.6125,41.8811,-87.6013
500414,2026-03-14,15:18,PetroPass,TRK-4413,D-113,68.0,3.612,245.6,399690,399689,35.1204,-89.974,35.1184,-89.9855
500415,2026-03-15,21:59,Pilot,TRK-4413,D-113,59.7,3.896,232.57,400097,400102,41.9977,-87.5824,42.0011,-87.5861
500416,2026-03-17,19:25,Pilot,TRK-4413,D-113,71.6,3.929,281.35,400636,400622,42.3368,-83.0777,42.3309,-83.0891
500417,2026-03-18,18:32,Pilot,TRK-4413,D-113,47.4,3.879,183.87,400972,400966,32.7972,-96.7844,32.802,-96.7913
500418,2026-03-19,18:26,PetroPass,TRK-4413,D-113,68.3,4.19,286.15,401492,401501,35.1091,-89.936,35.0984,-89.9452
500419,2026-03-20,18:35,Love's,TRK-4413,D-113,57.8,3.76,217.33,401949,401939,43.5767,-79.6343,43.5922,-79.6351
500420,2026-03-23,07:32,TA/Petro,TRK-4413,D-113,60.4,4.164,251.52,402407,402414,35.0932,-89.9627,35.0857,-89.9643
500421,2026-03-25,16:19,Love's,TRK-4413,D-113,76.1,4.123,313.79,402928,402927,43.5289,-79.6348,43.5189,-79.6275
500422,2026-03-27,21:41,TA/Petro,TRK-4413,D-113,47.9,3.702,177.31,403269,403273,32.7264,-96.7811,32.7455,-96.7726
500423,2026-03-28,13:40,FleetOne,TRK-4413,D-113,55.5,3.626,201.26,403666,403666,42.249,-82.9949,42.2382,-82.9907
500424,2026-03-31,19:05,PetroPass,TRK-4413,D-113,56.4,3.748,211.41,404075,404077,41.9203,-87.5705,41.945,-87.5767
500425,2026-04-02,12:50,Pilot,TRK-4413,D-113,71.2,4.113,292.84,404611,404591,32.7493,-96.7731,32.7492,-96.7762
500426,2026-04-05,16:32,Love's,TRK-4413,D-113,62.4,4.083,254.78,405010,405004,42.2661,-82.9744,42.2687,-82.9795
500427,2026-04-08,08:58,Pilot,TRK-4413,D-113,67.6,3.984,269.35,405477,405480,42.2679,-82.9153,42.2574,-82.911
500428,2026-04-11,11:56,Pilot,TRK-4413,D-113,54.7,3.999,218.72,405890,405894,39.0313,-84.5239,39.0098,-84.5215
500429,2026-04-14,15:08,TA/Petro,TRK-4413,D-113,52.3,3.845,201.09,406254,406256,42.3375,-83.0504,42.3283,-83.0443
500430,2026-04-16,09:10,FleetOne,TRK-4413,D-113,57.6,4.093,235.77,406660,406669,35.1405,-90.008,35.1376,-90.0254
500431,2026-04-17,21:13,TA/Petro,TRK-4413,D-113,71.1,3.772,268.18,407158,407155,35.1094,-90.0352,35.1238,-90.0261
500432,2026-04-20,13:12,Pilot,TRK-4413,D-113,67.8,3.813,258.51,407637,407635,42.315,-83.0553,42.3219,-83.0448
500433,2026-04-23,19:54,TA/Petro,TRK-4413,D-113,73.8,3.546,261.69,408160,408165,41.6068,-93.641,41.6168,-93.6477
500434,2026-04-26,10:02,Love's,TRK-4413,D-113,88.5,4.019,355.71,408794,408792,39.1396,-84.5628,39.146,-84.5702
500435,2026-04-27,12:51,Love's,TRK-4413,D-113,57.7,3.977,229.46,409286,409282,32.7223,-96.8051,32.7387,-96.802
500436,2026-04-28,14:53,Love's,TRK-4413,D-113,48.7,3.878,188.88,409692,409681,32.738,-96.8177,32.7461,-96.8162
500437,2026-04-30,07:20,TA/Petro,TRK-4413,D-113,78.5,3.694,289.98,410205,410207,40.391,-79.9576,40.4065,-79.9552
500438,2026-05-02,08:25,TA/Petro,TRK-4413,D-113,79.4,3.896,309.35,410755,410755,41.6165,-93.541,41.6354,-93.5335
500439,2026-05-03,08:18,TA/Petro,TRK-4413,D-113,65.8,3.791,249.47,411221,411225,41.543,-93.6216,41.544,-93.6017
500440,2026-05-05,09:01,FleetOne,TRK-4413,D-113,75.1,3.8,285.35,411855,411854,40.5366,-79.9705,40.5255,-79.9709
500441,2026-05-06,09:31,PetroPass,TRK-4413,D-113,69.6,4.068,283.14,412360,412369,42.2483,-83.088,42.2327,-83.097
500442,2026-05-09,14:28,Pilot,TRK-4413,D-113,25.9,3.879,100.47,412566,412566,41.8697,-87.524,41.8636,-87.5152
500443,2026-05-11,16:00,PetroPass,TRK-4413,D-113,63.4,3.976,252.05,413042,413041,35.0528,-89.9504,35.057,-89.9549
500444,2026-05-14,20:13,TA/Petro,TRK-4413,D-113,65.5,3.808,249.44,413547,413527,39.0189,-84.5179,39.0245,-84.5249
500445,2026-03-06,08:59,PetroPass,TRK-4414,D-114,52.5,3.883,203.86,275885,275882,41.6279,-93.5924,41.6307,-93.5792
500446,2026-03-08,07:24,Love's,TRK-4414,D-114,60.6,3.965,240.29,276252,276264,35.0689,-90.0325,35.608324394281674,-90.5583104500509
500447,2026-03-09,09:43,TA/Petro,TRK-4414,D-114,86.5,3.99,345.12,276842,276843,35.0628,-90.0061,35.0665,-89.9989
500448,2026-03-10,21:24,Pilot,TRK-4414,D-114,79.1,3.678,290.94,277388,277395,39.1363,-84.4712,39.1405,-84.4747
500449,2026-03-12,06:49,PetroPass,TRK-4414,D-114,66.7,3.818,254.63,277826,277824,41.5708,-93.5182,41.5795,-93.5218
500450,2026-03-13,12:08,Love's,TRK-4414,D-114,58.4,3.897,227.56,278220,278223,32.7565,-96.8161,32.7459,-96.8128
500451,2026-03-15,06:33,FleetOne,TRK-4414,D-114,89.0,3.892,346.37,278904,278904,41.5998,-93.6391,41.6088,-93.6309
500452,2026-03-18,20:38,FleetOne,TRK-4414,D-114,68.9,3.922,270.21,279382,279375,40.4377,-80.0615,40.4272,-80.079
500453,2026-03-21,11:35,PetroPass,TRK-4414,D-114,56.3,3.859,217.24,279728,279726,39.1084,-84.4573,39.0985,-84.4627
500454,2026-03-24,21:16,TA/Petro,TRK-4414,D-114,178.9,4.005,716.49,280330,280351,32.753,-96.8749,32.769,-96.8729
500455,2026-03-26,10:53,PetroPass,TRK-4414,D-114,69.9,3.822,267.19,280398,280809,39.0347,-84.5036,39.035,-84.5071
500456,2026-03-29,06:23,Pilot,TRK-4414,D-114,65.9,3.752,247.27,281301,281296,41.9991,-87.571,42.259734407985185,-88.18159261361112
500457,2026-03-31,13:11,FleetOne,TRK-4414,D-114,60.0,4.077,244.62,282412,281696,40.3776,-80.0213,40.3779,-80.0159
500458,2026-04-01,16:09,Love's,TRK-4414,D-114,58.2,3.859,224.61,282056,282057,41.8967,-87.5966,41.8928,-87.5968
500459,2026-04-03,18:02,TA/Petro,TRK-4414,D-114,94.8,4.037,382.72,282701,282706,41.8311,-87.6236,41.8244,-87.6089
500460,2026-04-04,12:51,TA/Petro,TRK-4414,D-114,63.8,4.143,264.3,283132,283145,35.0342,-90.0974,34.4792234117501,-90.58393353396998
500461,2026-04-05,11:01,FleetOne,TRK-4414,D-114,60.5,4.011,242.64,283533,283534,42.3094,-83.0501,42.294,-83.0615
500462,2026-04-06,14:12,Love's,TRK-4414,D-114,76.0,3.954,300.48,284080,284070,41.5899,-93.4981,41.5723,-93.5005
500463,2026-04-08,09:12,Pilot,TRK-4414,D-114,62.9,3.711,233.4,284503,284503,41.6298,-93.5667,41.6348,-93.5754
500464,2026-04-11,21:21,TA/Petro,TRK-4414,D-114,99.6,3.772,375.68,284429,285177,41.8324,-87.66,41.822,-87.6644
500465,2026-04-14,17:48,TA/Petro,TRK-4414,D-114,54.5,3.991,217.5,285560,285558,35.0686,-90.0139,35.073,-90.0174
500466,2026-04-17,21:26,TA/Petro,TRK-4414,D-114,88.6,3.73,330.47,286558,286144,40.3583,-80.0427,40.3574,-80.0366
500467,2026-04-19,06:06,PetroPass,TRK-4414,D-114,43.2,3.954,170.81,286429,286436,40.4091,-79.8947,40.4216,-79.8868
500468,2026-04-21,08:14,FleetOne,TRK-4414,D-114,113.8,4.004,455.66,286849,286847,41.9598,-87.5949,41.9426,-87.5954
500469,2026-04-24,09:53,TA/Petro,TRK-4414,D-114,82.3,3.753,308.85,287413,287401,42.2292,-82.9439,41.774482016090836,-83.44116055860795
500470,2026-04-25,17:09,Pilot,TRK-4414,D-114,63.6,4.031,256.34,287792,287799,35.0666,-89.9872,35.0499,-89.9802
500471,2026-04-27,11:13,TA/Petro,TRK-4414,D-114,140.1,3.926,550.03,288262,288255,41.9945,-87.5307,41.998,-87.531
500472,2026-04-29,12:25,FleetOne,TRK-4414,D-114,63.2,4.119,260.29,288295,288728,39.104,-84.6063,39.1101,-84.6153
500473,2026-05-02,11:27,FleetOne,TRK-4414,D-114,62.0,3.969,246.07,289163,289164,43.5795,-79.6555,43.5762,-79.6521
500474,2026-05-04,20:36,Love's,TRK-4414,D-114,33.6,3.857,129.59,289400,289398,40.4281,-79.9437,40.421,-79.9378
500475,2026-05-06,20:04,PetroPass,TRK-4414,D-114,109.7,4.009,439.79,289748,289748,41.6138,-93.6247,41.6221,-93.6403
500476,2026-05-07,18:33,TA/Petro,TRK-4414,D-114,80.4,3.899,313.44,289807,290267,40.4025,-80.0446,40.3999,-80.0476
500477,2026-05-09,19:58,TA/Petro,TRK-4414,D-114,45.4,4.014,182.22,290593,290604,43.5592,-79.5849,43.567,-79.5976
500478,2026-05-12,11:50,PetroPass,TRK-4414,D-114,73.7,3.81,280.79,291112,291116,41.8405,-87.5558,41.47443048944925,-87.82544350571209
500479,2026-05-14,06:25,FleetOne,TRK-4414,D-114,35.6,3.924,139.71,291369,291359,40.4412,-80.0943,39.91050456132425,-79.88489430128416
500480,2026-05-17,14:21,FleetOne,TRK-4414,D-114,52.9,3.834,202.84,291692,291707,40.3438,-79.9997,40.3355,-79.996
500481,2026-05-19,06:01,TA/Petro,TRK-4414,D-114,78.2,3.949,308.85,292262,292268,32.751,-96.779,32.7525,-96.7681
500482,2026-05-20,13:53,FleetOne,TRK-4414,D-114,65.7,3.961,260.23,292721,292724,35.0476,-89.9599,35.0378,-89.9621
500483,2026-05-23,18:12,TA/Petro,TRK-4414,D-114,79.6,4.133,328.99,292684,293284,35.0761,-90.0024,35.0952,-90.0052
500484,2026-03-07,13:52,FleetOne,TRK-4415,D-115,58.5,3.854,225.47,418714,418722,42.305,-83.011,42.3121,-82.998
500485,2026-03-09,11:33,Pilot,TRK-4415,D-115,98.9,4.022,397.77,419404,419385,35.0999,-89.9745,35.0974,-89.9638
500486,2026-03-10,20:12,TA/Petro,TRK-4415,D-115,63.7,4.106,261.57,419783,419786,43.5932,-79.5982,43.5851,-79.5893
500487,2026-03-11,07:18,Pilot,TRK-4415,D-115,67.3,3.952,265.94,420243,420249,32.7823,-96.7707,32.7904,-96.7727
500488,2026-03-13,10:02,Pilot,TRK-4415,D-115,50.9,3.938,200.42,420603,420601,41.8745,-87.5259,41.8793,-87.5122
500489,2026-03-15,19:53,Pilot,TRK-4415,D-115,70.8,3.745,265.14,421086,421082,41.8838,-87.5793,41.8884,-87.5851
500490,2026-03-18,19:24,FleetOne,TRK-4415,D-115,67.6,3.698,249.97,421508,421519,41.9056,-87.5207,41.898,-87.5207
500491,2026-03-19,21:11,Love's,TRK-4415,D-115,76.0,4.049,307.74,422002,422003,32.6676,-96.7753,32.6614,-96.7964
500492,2026-03-22,18:59,TA/Petro,TRK-4415,D-115,69.6,3.845,267.63,422504,422499,43.5055,-79.655,43.5157,-79.6327
500493,2026-03-23,11:37,PetroPass,TRK-4415,D-115,63.9,3.922,250.6,422892,422893,41.6697,-93.687,41.663,-93.6937
500494,2026-03-25,06:04,Pilot,TRK-4415,D-115,71.6,3.984,285.28,423408,423407,40.4308,-80.0001,40.4319,-80.0105
500495,2026-03-27,10:55,Love's,TRK-4415,D-115,83.7,4.091,342.38,423935,423939,41.5414,-93.63,41.5392,-93.6275
500496,2026-03-30,16:16,Pilot,TRK-4415,D-115,48.2,3.729,179.76,424276,424270,39.05,-84.5197,39.0366,-84.5159
500497,2026-04-02,08:39,Love's,TRK-4415,D-115,74.9,3.833,287.06,424809,424798,35.1442,-89.9699,35.1535,-89.9897
500498,2026-04-04,11:17,Pilot,TRK-4415,D-115,75.9,3.909,296.67,425309,425313,42.3184,-83.0156,42.327,-83.0315
500499,2026-04-07,06:18,TA/Petro,TRK-4415,D-115,64.5,4.0,258.02,425778,425772,41.5907,-93.5576,41.5837,-93.5497
500500,2026-04-08,09:48,Love's,TRK-4415,D-115,119.5,3.999,477.85,426555,426543,42.2562,-83.0049,42.2705,-82.9878
500501,2026-04-11,13:23,Pilot,TRK-4415,D-115,72.3,3.727,269.45,427059,427067,43.6262,-79.5548,43.6311,-79.5495
500502,2026-04-12,09:37,FleetOne,TRK-4415,D-115,45.7,3.837,175.35,427362,427367,40.4436,-79.9446,40.4374,-79.9387
500503,2026-04-14,16:19,TA/Petro,TRK-4415,D-115,62.9,4.246,267.09,427808,427805,35.1191,-90.0497,35.1282,-90.0468
500504,2026-04-17,18:01,PetroPass,TRK-4415,D-115,90.2,4.022,362.79,428380,428368,42.2551,-82.9831,42.2794,-82.982
500505,2026-04-20,11:25,FleetOne,TRK-4415,D-115,80.4,3.835,308.34,428905,428904,41.9494,-87.5404,41.9645,-87.5224
500506,2026-04-21,17:16,Pilot,TRK-4415,D-115,76.1,3.795,288.8,429454,429448,32.7246,-96.8089,32.7243,-96.7981
500507,2026-04-23,21:55,Love's,TRK-4415,D-115,76.5,3.721,284.66,429944,429951,32.658,-96.7989,32.6743,-96.7787
500508,2026-04-24,06:19,Pilot,TRK-4415,D-115,77.2,3.996,308.46,430473,430466,35.1844,-89.9449,35.1738,-89.9369
500509,2026-04-25,06:07,Pilot,TRK-4415,D-115,73.8,3.968,292.85,430967,430963,32.696,-96.8334,32.6841,-96.8191
500510,2026-04-28,20:49,PetroPass,TRK-4415,D-115,78.2,3.826,299.19,431466,431469,42.2998,-82.9566,42.2804,-82.9572
500511,2026-04-30,10:18,FleetOne,TRK-4415,D-115,79.4,3.901,309.77,431976,431962,40.4997,-80.0275,40.5179,-80.0274
500512,2026-05-01,15:27,PetroPass,TRK-4415,D-115,67.5,3.961,267.39,432444,432436,43.6449,-79.6007,43.6417,-79.6032
500513,2026-05-02,16:26,FleetOne,TRK-4415,D-115,62.9,4.179,262.87,432868,432856,41.8374,-87.6132,41.8281,-87.6159
500514,2026-05-05,14:50,FleetOne,TRK-4415,D-115,59.6,3.993,237.99,433288,433278,42.331,-82.9781,42.3428,-82.9958
500515,2026-03-03,14:34,FleetOne,TRK-4416,D-116,73.6,3.712,273.22,279752,279741,41.6015,-93.6543,41.6066,-93.6465
500516,2026-03-05,10:52,Pilot,TRK-4416,D-116,76.8,4.042,310.41,280342,280344,42.2871,-83.0605,42.2965,-83.0725
500517,2026-03-08,09:36,Love's,TRK-4416,D-116,56.8,3.965,225.2,280759,280767,41.9503,-87.4856,41.9352,-87.4825
500518,2026-03-09,07:58,TA/Petro,TRK-4416,D-116,56.5,3.939,222.53,281186,281187,43.6242,-79.6003,43.6109,-79.593
500519,2026-03-10,15:04,FleetOne,TRK-4416,D-116,46.6,4.144,193.13,281514,281522,32.708,-96.81,32.6993,-96.7924
500520,2026-03-13,06:24,PetroPass,TRK-4416,D-116,46.2,4.044,186.82,281828,281835,35.1279,-90.0081,35.1173,-90.0095
500521,2026-03-15,15:33,TA/Petro,TRK-4416,D-116,86.7,4.089,354.49,282450,282448,35.0851,-90.0239,35.0899,-90.0278
500522,2026-03-16,21:36,Pilot,TRK-4416,D-116,77.9,3.802,296.19,282992,282985,41.5734,-93.5992,41.5875,-93.5911
500523,2026-03-17,06:38,FleetOne,TRK-4416,D-116,52.4,3.912,204.98,283380,283377,43.4823,-79.6104,43.4768,-79.6025
500524,2026-03-18,08:33,PetroPass,TRK-4416,D-116,72.8,3.876,282.18,283918,283922,42.2455,-83.0371,42.2462,-83.0466
500525,2026-03-19,13:44,TA/Petro,TRK-4416,D-116,73.4,3.952,290.07,284441,284440,39.0229,-84.531,39.0189,-84.535
500526,2026-03-22,10:31,PetroPass,TRK-4416,D-116,56.2,4.046,227.39,284833,284831,32.7424,-96.808,32.7283,-96.8035
500527,2026-03-25,11:37,TA/Petro,TRK-4416,D-116,59.4,3.943,234.24,285229,285247,42.3083,-82.9821,42.2968,-82.9911
500528,2026-03-27,17:35,Pilot,TRK-4416,D-116,69.6,4.04,281.21,285741,285738,40.3967,-79.9165,40.4139,-79.9066
500529,2026-03-29,19:09,Love's,TRK-4416,D-116,66.5,3.855,256.36,286200,286204,39.0914,-84.4918,39.0938,-84.4869
500530,2026-04-01,16:32,PetroPass,TRK-4416,D-116,80.8,4.017,324.58,286720,286721,32.6613,-96.7745,32.6748,-96.7867
500531,2026-04-03,07:24,PetroPass,TRK-4416,D-116,57.5,4.043,232.48,287164,287170,39.1562,-84.5041,39.1603,-84.5089
500532,2026-04-04,18:52,Love's,TRK-4416,D-116,78.3,3.792,296.9,287687,287695,40.4079,-80.0282,40.4157,-80.0301
500533,2026-04-06,21:54,Love's,TRK-4416,D-116,79.9,4.019,321.13,288256,288259,32.716,-96.8094,32.7089,-96.8065
500534,2026-04-09,06:10,Pilot,TRK-4416,D-116,76.0,3.937,299.2,288803,288796,42.2892,-82.9949,42.2915,-82.9902
500535,2026-04-10,08:44,TA/Petro,TRK-4416,D-116,88.1,3.891,342.83,289426,289406,40.3946,-80.0051,40.395,-80.0004
500536,2026-04-13,19:44,Pilot,TRK-4416,D-116,44.5,4.134,183.98,289747,289734,42.0805,-82.9663,42.0997,-82.9863
500537,2026-04-16,07:22,Pilot,TRK-4416,D-116,58.7,4.017,235.79,290199,290214,41.6575,-93.5818,41.6634,-93.5859
500538,2026-04-17,18:49,PetroPass,TRK-4416,D-116,72.8,3.723,271.02,290802,290795,35.0204,-89.9978,35.0243,-90.0121
500539,2026-04-20,12:47,Love's,TRK-4416,D-116,58.2,3.9,226.99,291258,291260,32.7004,-96.7916,32.7042,-96.7891
500540,2026-04-23,18:04,Love's,TRK-4416,D-116,66.5,3.922,260.82,291729,291731,41.9261,-87.6278,41.93,-87.6275
500541,2026-04-24,19:28,Love's,TRK-4416,D-116,47.0,3.985,187.28,292056,292063,32.7425,-96.8266,32.7614,-96.8304
500542,2026-04-27,19:19,FleetOne,TRK-4416,D-116,91.7,4.04,370.48,292686,292681,39.1906,-84.5176,39.1879,-84.5032
500543,2026-04-29,10:38,TA/Petro,TRK-4416,D-116,59.8,3.673,219.64,293117,293125,32.6861,-96.7428,32.6921,-96.7426
500544,2026-04-30,21:15,TA/Petro,TRK-4416,D-116,72.7,3.83,278.47,293642,293644,40.2434,-79.9809,40.2691,-79.9959
500545,2026-05-03,17:59,Love's,TRK-4416,D-116,81.5,3.973,323.79,294219,294217,43.6399,-79.5992,43.6717,-79.5976
500546,2026-05-04,07:09,PetroPass,TRK-4416,D-116,75.6,3.626,274.15,294804,294801,43.6685,-79.5979,43.6652,-79.6165
500547,2026-05-06,13:22,PetroPass,TRK-4416,D-116,83.9,4.12,345.66,295368,295383,39.1292,-84.4673,39.1344,-84.4586
500548,2026-05-07,17:46,FleetOne,TRK-4416,D-116,66.3,3.999,265.11,295849,295851,40.4574,-80.0436,40.4598,-80.0521
500549,2026-05-08,20:33,Love's,TRK-4416,D-116,99.5,3.861,384.13,296561,296548,43.6964,-79.6174,43.6977,-79.6222
500550,2026-05-11,16:47,Pilot,TRK-4416,D-116,84.1,3.942,331.51,297147,297136,32.8269,-96.7841,32.8281,-96.7824
500551,2026-05-13,19:43,Pilot,TRK-4416,D-116,44.6,3.872,172.71,297472,297478,41.5972,-93.5115,41.6026,-93.5207
500552,2026-05-14,16:39,Pilot,TRK-4416,D-116,65.5,4.119,269.78,297964,297961,32.7196,-96.6864,32.7217,-96.6941
500553,2026-03-05,20:20,FleetOne,TRK-4417,D-117,84.1,3.893,327.44,381230,381227,40.3925,-80.0281,40.3824,-80.0092
500554,2026-03-08,06:04,PetroPass,TRK-4417,D-117,79.1,3.991,315.68,381765,381776,39.0865,-84.4781,39.09,-84.4819
500555,2026-03-09,12:02,Love's,TRK-4417,D-117,46.7,4.095,191.23,382087,382086,42.2804,-83.0269,42.2693,-83.0248
500556,2026-03-10,14:15,Pilot,TRK-4417,D-117,46.5,3.834,178.3,382388,382388,35.0983,-90.0713,35.0924,-90.0741
500557,2026-03-11,16:57,TA/Petro,TRK-4417,D-117,84.1,4.167,350.44,382922,382934,35.0982,-89.9495,35.1089,-89.9431
500558,2026-03-13,06:08,TA/Petro,TRK-4417,D-117,80.8,4.121,332.94,383488,383484,40.4658,-79.94,40.4778,-79.9504
500559,2026-03-16,17:03,Pilot,TRK-4417,D-117,71.2,4.019,286.16,383928,383938,43.6089,-79.4776,43.6106,-79.4774
500560,2026-03-17,19:47,PetroPass,TRK-4417,D-117,66.0,4.124,272.17,384366,384360,42.3566,-83.0181,42.3561,-83.0187
500561,2026-03-19,08:17,Love's,TRK-4417,D-117,101.1,3.915,395.78,385016,385018,39.1853,-84.4001,39.1972,-84.3998
500562,2026-03-21,14:42,TA/Petro,TRK-4417,D-117,78.1,3.958,309.1,385535,385537,42.2836,-83.0081,42.285,-82.9909
500563,2026-03-22,17:38,Pilot,TRK-4417,D-117,85.5,4.194,358.56,386082,386081,41.9287,-87.6077,41.934,-87.6045
500564,2026-03-24,20:04,PetroPass,TRK-4417,D-117,65.9,4.206,277.18,386534,386535,39.2355,-84.5602,39.2229,-84.5698
500565,2026-03-26,08:01,PetroPass,TRK-4417,D-117,74.8,3.846,287.69,387036,387030,43.599,-79.6792,43.5874,-79.6904
500566,2026-03-27,07:03,Love's,TRK-4417,D-117,42.8,4.05,173.32,387337,387345,34.9611,-89.9388,34.9428,-89.9303
500567,2026-03-29,10:50,Love's,TRK-4417,D-117,41.9,3.679,154.14,387608,387620,43.5897,-79.5935,43.5805,-79.5857
500568,2026-03-30,21:33,TA/Petro,TRK-4417,D-117,56.2,3.94,221.42,387975,387974,39.1954,-84.4389,39.1874,-84.4398
500569,2026-04-02,21:03,FleetOne,TRK-4417,D-117,72.2,3.942,284.64,388458,388470,35.1002,-90.0197,35.0945,-90.0253
500570,2026-04-05,09:16,Pilot,TRK-4417,D-117,70.2,3.578,251.19,388927,388931,41.9284,-87.6081,41.9236,-87.6063
500571,2026-04-06,12:46,Love's,TRK-4417,D-117,72.6,3.805,276.25,389435,389433,32.7112,-96.7193,32.7132,-96.7332
500572,2026-04-08,13:30,PetroPass,TRK-4417,D-117,66.9,4.032,269.73,389954,389967,41.8498,-87.6711,41.8479,-87.667
500573,2026-04-10,17:27,Pilot,TRK-4417,D-117,68.1,3.803,258.99,390438,390452,43.5244,-79.5468,43.5228,-79.5477
500574,2026-04-12,11:58,FleetOne,TRK-4417,D-117,73.4,4.025,295.42,390990,390987,41.9045,-87.6322,41.913,-87.6542
500575,2026-04-15,17:37,Love's,TRK-4417,D-117,74.6,3.855,287.56,391501,391502,39.1272,-84.5404,39.1348,-84.519
500576,2026-04-18,13:57,Pilot,TRK-4417,D-117,80.6,4.082,328.97,392049,392052,35.0733,-89.9585,35.0717,-89.9658
500577,2026-04-21,13:44,FleetOne,TRK-4417,D-117,71.5,3.87,276.67,392524,392523,41.5883,-93.5449,41.5831,-93.5536
500578,2026-04-24,09:16,TA/Petro,TRK-4417,D-117,83.5,4.003,334.26,393039,393048,39.1322,-84.464,39.1207,-84.4737
500579,2026-04-26,21:49,Pilot,TRK-4417,D-117,74.7,3.561,266.01,393537,393554,41.5553,-93.4974,41.5408,-93.5055
500580,2026-04-28,06:10,Love's,TRK-4417,D-117,52.5,4.067,213.5,393927,393938,42.3356,-82.9094,42.3287,-82.9072
500581,2026-05-01,11:21,FleetOne,TRK-4417,D-117,80.6,4.099,330.35,394455,394459,32.7499,-96.8022,32.7467,-96.8093
500582,2026-05-03,17:43,TA/Petro,TRK-4417,D-117,71.9,4.317,310.38,394956,394955,40.4653,-80.0361,40.4625,-80.0382
